Disease,Drug,Symptoms,Review,Sentiment,Rating,UsefulCount
acne,Differin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I began to have breakouts after the mastectomies...had to take hormonal pills.  I tried so many things, went to dermotologist and tried stuff.  What really worked was a skin regimen and taking a low does antibiotic (doxycycline)  Then my daughter told me about Differin.  I have been on this for almost 3 months.  There has been some good clearing up, dry patches where the blemishes were.  My face is very oily and so this didn&#039;t bother me.  I never moisturize because of the oil..all of them make my skin break out even more.  Expect to have some breakouts as you get used to this.  I am almost down to the wire, things are clearing up slowly but surely.  Medicare doesn&#039;t not cover lots of meds like this so OTC""",Positive,8,9
acne,Drospirenone / ethinyl estradiol,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Only positive: I have PCOS &amp; this pill cleared my acne up nicely. This pill made me feel like an absolute raging psycho. I am angry, irritable, depressed, tired, and just absolutely so miserable on this pill. I&#039;ve also gained about 15 pounds (lots in my stomach) in the last 7 months since I started it, and have developed melasma. I&#039;ve been on numerous birth control pills and this is THE WORST. Changing pills ASAP. I&#039;m tired of feeling this awful. Hope your experience is better if you&#039;re reading this.""",Negative,1,3
acne,Clindamycin / tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve only started this 3 weeks ago, however, I have seen a huge difference. Within the first couple of days it cleared all the redness and whiteheads. It did dry my skin out, and I had to double up on my moisturizer. Now going into week 3, the deep bumps that never seem to go away have started to subside. I accidentally skipped one night, and could tell the difference the next day, so it&#039;s definitly something you have to keep in the habit of.""",Positive,8,3
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Im a 29 yr old female. I&#039;ve used minocycline on and off since I was 22. I have stopped a few times to see if I am over my acne. Antibiotics DO NOT CURE ACNE they just keep it at bay. Most people will grow out of acne. Some have it for a few years, some have it for several, some their whole lives. Everyone is different.
I don&#039;t experience any bad side effects while on this drug. I start on 2&times;50mg a day and then eventually 2-3pills a week.
All the roughness/white heads around my nose clears up and is smooth. All my cystic acne vanishes. My skin is less greasy. I then have a chance to repair my skin of any scarring. Professional facials are good for this.
It takes me about a month to see results.
Full price AU$16.Consession $5 for 1month supply.""",Negative,10,9
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""After hearing about the horror stories, I was hesitant to try Accutane. I tried Minocycline (Solodyn), Doryx (Doxycycline), and Bactrim DS. The only thing that was pretty good at clearing was Bactrim DS. Bactrim worked best, but was not working anymore. I had no choice but to go with Accutane. It was a little drying with the eyes initially and my lips still get dry. What people fail to mention is that your body adjusts to the side effects and that you won&#039;t have an initial breakout if you start low. I started at 40mg. Going to 60mg this month (my second month). Don&#039;t forget, Accutane takes between 2-4 months to see clearing. Good luck! :)""",Negative,9,22
acne,Tri-Sprintec,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""When I told my doctor about how previous birth controls had made me break out, she prescribed this medicine.  &quot;It&#039;ll clear your face up&quot;, she said. Nope. Nah ah. I have taken this medication for over 2 months and it has made my acne WORSE.  WAY worse. Painful cystic acne worse. All over.  I haven&#039;t had acne this bad since high school. It has also made my period very heavy and blood clot-filled, which last for 7 days.  Also MOODSWINGS. Horrible mood swings. The only positive is that I haven&#039;t gotten pregnant. But is it worth it when you&#039;re left feeling horribly self-conscious and depressed???""",Negative,2,8
acne,Loryna,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I really wanted to like this birth control. It cleared up my acne significantly and my period was light and around two days. Unfortunately about a month and I half into it I started itching like CRAZY. Anywhere I scratched little red bumps would come to the surface of my skin. I had no idea what was going on and thought I was allergic to my new deodorant and it took me about two weeks to decide to go to the doctor. She told me I was the second person to come in on the same BC with the same problems! She had me immediately stop taking it and the itching stopped within the next couple of days. Another note, this BC did make me extremely moody. So maybe it was for the best I was allergic to it!""",Negative,5,4
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been using epiduo for two years and the key when you start is to ease into it using it every couple days and then every other day and then every day. This way it doesn&#039;t burn like hell. I&#039;d say it took me about a month of easing into it before I used it daily. Also if your skin is really sensitive use all your moisturizers and creams first and wait ten minutes then apply epiduo last. It won&#039;t be as effective but also won&#039;t be as harsh. I like to use face masks for moisturizing so I use epiduo in the morning with a moisturizer and sunscreen. At night I use a sheet mask for moisture. It&#039;s a good balance for me. For all those starting out give it time and don&#039;t try to rush it cuz it will burn hard core if you use it a lot.""",Positive,9,9
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I only been taking it for a few days seems to be working but the side effects are really bothering me. I feel very dizzy, light headed but no stomach pain.""",Negative,7,25
acne,Ethinyl estradiol / norethindrone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""*update from spookyblack* I forgot to mention the terrible nightmares I have been having they are really messed up,  and break through bleeding. This pill has made me super tired, depressed, and have gnarly mood swings. I have been eating a lot and have gained a lot of weight. Great just in time for summer right? I have felt the worse about myself and looks ever since I started this pill. Please don&#039;t do this to yourself and not to mention the nasty acne I, and so many girls have experienced.""",Negative,1,4
acne,Duac,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Prescribed by the doctor as after coming off the pill I broke out in spots. First time I used it I had a severe reaction. I felt a burning &amp; tight sensation on my face, looked in the mirror &amp; it looked like I had been burnt. I took an antihistamine straight away. Nothing changed after 2 hours so attended the hospital who advised me that I had received the worst allergic reaction they had ever seen. """,Negative,3,23
acne,Spironolactone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I always had perfect skin as a teen until I hit about 24 then it went down hill. Nothing worked, most topical treatments made it worse, Proactive made it worse than worse, Murade and others as well. Nothing worked. Sooo I researched spiro and found my symptoms and timing etc. fit others my age, 37 that dealt with it late in life. I asked my Dermatologist about it and she gave it to me along with a topical gel. I have only been on it about 1 week but I can see the difference already. My skin is evening out, the large pores seem smaller and the hard bumps are nearly gone. I have not had one break out and even my back is much clearer. It is amazing. I don&#039;t pee too much more but I do find I get out of breath easily. Seems to be working on my skin""",Positive,8,11
